phase,epoch,train_loss,train_acc,val_loss,val_acc,lr
phase1,1,1.202264241159109,0.5217391304347826,1.0550903629982609,0.6551724137931034,0.0009757729755661011
phase1,2,0.9574320110950048,0.6907301066447908,0.9041877800020678,0.6934865900383141,0.000905463412215599
phase1,3,0.8545114416094273,0.7079573420836751,0.8302057351189098,0.7049808429118773,0.0007959536998847742
phase1,4,0.8021930575957544,0.7301066447908121,0.7836258703721437,0.7203065134099617,0.000657963412215599
phase1,5,0.7444611806376632,0.7645611156685808,0.7547298432309966,0.7279693486590039,0.000505
phase1,6,0.7256724659393223,0.7547169811320755,0.7301727727455197,0.7432950191570882,0.0003520365877844011
phase1,7,0.7151581288557546,0.7719442165709598,0.7351799326381464,0.735632183908046,0.00021404630011522585
phase1,8,0.6879002656283391,0.7686628383921247,0.7026107409448002,0.7547892720306514,0.00010453658778440107
phase1,9,0.675702272623264,0.7809680065627563,0.7056650083183785,0.7586206896551724,3.4227024433899005e-05
phase1,10,0.6876217568869274,0.7719442165709598,0.7197508748007003,0.7509578544061303,1e-05
phase2,1,0.5866304516938986,0.7973748974569319,0.4668573179920971,0.8160919540229885,9.972883382072954e-05
phase2,2,0.3842362723847312,0.867104183757178,0.47007714012116764,0.8199233716475096,9.891830623632339e-05
phase2,3,0.3339016127038726,0.8843314191960624,0.3231882741282269,0.8812260536398467,9.757729755661011e-05
phase2,4,0.2601536447831702,0.9015586546349467,0.3013103713934449,0.8735632183908046,9.572050015330873e-05
phase2,5,0.22121199860349847,0.9269893355209188,0.38706496837495385,0.8659003831417624,9.336825748732972e-05
phase2,6,0.18100969753762167,0.940935192780968,0.4412360552741193,0.8582375478927203,9.05463412215599e-05
phase2,7,0.21755011982366235,0.9204265791632485,0.4224192192956406,0.8314176245210728,8.728566886113101e-05
phase2,8,0.17888421661253343,0.9319114027891715,0.3083422088074958,0.9042145593869731,8.362196501476347e-05
phase2,9,0.1435754363584753,0.9532403609515997,0.3009823991335443,0.9003831417624522,7.959536998847741e-05
phase2,10,0.11941697017593009,0.9606234618539786,0.3169632483544934,0.9003831417624522,7.524999999999999e-05
phase2,11,0.11254441307840825,0.9639048400328137,0.3144773099200365,0.9118773946360154,7.06334638322521e-05
phase2,12,0.10972545465257345,0.9614438063986874,0.4062793324505232,0.8735632183908046,6.579634122155988e-05
phase2,13,0.09788484935563935,0.9680065627563577,0.3341855954278931,0.9157088122605364,6.079162869547907e-05
phase2,14,0.0805818923092749,0.9745693191140279,0.3981891859080143,0.9003831417624522,5.567415893174884e-05
phase2,15,0.07573882999529694,0.9721082854799016,0.44282567209896,0.896551724137931,5.05e-05
phase2,16,0.07548147057342763,0.9712879409351928,0.3923021091069755,0.9003831417624522,4.532584106825115e-05
phase2,17,0.04926766219248627,0.9876948318293683,0.3672143613270188,0.9042145593869731,4.0208371304520894e-05
phase2,18,0.08127045487164473,0.970467596390484,0.337384728393678,0.9042145593869731,3.520365877844009e-05
phase2,19,0.06119668643258457,0.9794913863822805,0.3675658001182637,0.9118773946360154,3.036653616774789e-05
phase2,20,0.04850000164443299,0.9811320754716981,0.37191000181496486,0.9118773946360154,2.5750000000000002e-05
phase2,21,0.03842861587953333,0.9876948318293683,0.34962753950122216,0.9080459770114943,2.140463001152258e-05
phase2,22,0.04337305543826583,0.9876948318293683,0.3815845459613992,0.9157088122605364,1.737803498523653e-05
phase2,23,0.04767291366418333,0.9860541427399507,0.3719952720149609,0.9080459770114943,1.3714331138868993e-05
phase2,24,0.04079211882519566,0.9876948318293683,0.36966191633279755,0.9080459770114943,1.0453658778440105e-05
phase2,25,0.04589846933152071,0.9860541427399507,0.326727783243204,0.9118773946360154,7.631742512670283e-06
phase2,26,0.03582333050319853,0.9885151763740772,0.3685368166244464,0.9118773946360154,5.2794998466912506e-06
phase2,27,0.03813347844460443,0.9860541427399507,0.36024922820100724,0.9118773946360154,3.4227024433898994e-06
phase2,28,0.040268479738693144,0.9844134536505332,0.3699449935778119,0.9157088122605364,2.0816937636766182e-06
phase2,29,0.03200458246264133,0.9876948318293683,0.3524851193401777,0.9195402298850575,1.2711661792704665e-06
phase2,30,0.027037449168855778,0.9950779327317474,0.3692703422986799,0.9195402298850575,1e-06
